Rndrng_NPI,Total_Payments,Avg_Payment,Num_Tests,Outlier_Flag
1174869952,650.2587212413,14.136059157419565,46,1
1174885669,725.974423577,34.57021064652381,21,0
1174889091,491.3451996633,30.70907497895625,16,0
1174889190,250.6093009953,31.3261626244125,8,0
1174902308,85.3392154006,21.33480385015,4,0
1174905814,478.6562950202,25.192436580010526,19,0
1174918619,254.4309277467,25.44309277467,10,0
1174919021,93.726582699,31.242194233000003,3,0
1174936090,244.3653347277,22.21503042979091,11,0
1174941751,398.8391746001,36.25810678182727,11,0
1174954002,360.9942021695,40.11046690772222,9,0
1174965818,378.6119985366,31.550999878050003,12,0
1174966584,410.6955659538,24.158562703164705,17,0
1174967095,834.0895536304,33.363582145216,25,1
1174970065,369.1322485377,41.01469428196666,9,0
1174972921,388.033597024,32.33613308533334,12,0
1174986145,670.9125605221,31.948217167719047,21,1
1174999197,162.932493981,27.155415663499998,6,0
1184005464,353.788156867,44.223519608375,8,0
1184030801,70.885574534,23.628524844666668,3,0
1184043960,603.1857002322,60.318570023220005,10,1
1184054090,559.0157287382,34.9384830461375,16,0
1184061830,290.923251327,26.447568302454545,11,0
1184068611,282.4120890503,25.673826277299998,11,0
1184069825,298.6220352431,27.14745774937273,11,0
1184071045,920.5125679946,31.741812689468965,29,0
1184079741,226.090022988,32.29857471257143,7,0
1184086142,315.446841283,45.06383446900001,7,1
1184086316,84.144468085,42.0722340425,2,0
1184087033,390.9089918979,43.4343324331,9,0
1184088106,136.670743526,34.1676858815,4,0
1184147878,615.847825032,41.056521668799995,15,0
1184148611,213.765662669,35.62761044483333,6,0
1184151664,55.076550724,27.538275362,2,0
1184151672,487.8961061798,32.52640707865333,15,0
1184600017,234.104250673,29.263031334125,8,1
1184602021,52.923933094,26.461966547,2,0
1184603300,258.5076677817,32.3134584727125,8,0
1184604449,322.820179743,53.803363290499995,6,0
1184604522,459.3428988014,35.334069138569234,13,0
1184608028,689.91732762825,86.23966595353124,8,1
1184608572,31.791428571,31.791428571,1,1
1184610388,129.5492744034,21.591545733900002,6,0
1184612244,520.5447896463,32.53404935289375,16,1
1184612988,548.326122063,39.166151575928566,14,0
1184613127,442.7935197365,29.519567982433333,15,0
1184614299,509.5395043662,33.969300291079996,15,0
1184614331,76.687997123,25.562665707666667,3,0
1184617227,408.8271406303,24.048655331194116,17,0
1184618126,182.641827879,60.880609293,3,1
1184619264,597.7850516776,28.465954841790477,21,1
1184620080,75.986835512,25.328945170666668,3,0
1184621526,625.9373262667,32.94406980351052,19,0
1184623142,629.889331288,41.992622085866664,15,0
1184623563,439.847064746,39.98609679509091,11,0
1184624074,717.2618827561,32.60281285255,22,0
1184625519,444.966526082,26.174501534235294,17,0
1184628034,502.92500512239997,33.52833367482666,15,0
1184629586,600.4279966807,40.02853311204667,15,0
1184631434,396.8854510425,49.6106813803125,8,1
1184631871,143.943074537,28.7886149074,5,0
1184633133,794.913790025,158.982758005,5,1
1184634214,802.34275196625,61.71867322817308,13,1
1184637704,231.7939359719,33.113419424557144,7,0
1184638660,483.85097684650003,32.25673178976667,15,0
1184640302,514.4910167598,30.264177456458825,17,0
1184642456,331.4140048936,30.12854589941818,11,0
1184650327,385.8593828093,35.07812570993636,11,0
1184652315,460.4792561136,32.89137543668571,14,0
1184654246,384.13901855200004,42.682113172444446,9,0
1184656753,300.9180323745,25.076502697875,12,0
1184661027,193.9837133892,24.24796417365,8,0
1184661332,492.121943968,41.010161997333334,12,1
1184661811,480.94631809699996,53.438479788555554,9,1
1184666307,566.6540967531,40.47529262522143,14,0
1184670846,346.076919842,34.6076919842,10,0
1184671786,48.68448052,24.34224026,2,0
1184672230,581.4672069899,41.53337192785,14,0
1184673212,291.9085696763,24.325714139691666,12,0
1184673634,1497.974955054,166.44166167266667,9,1
1184674541,189.596013359,27.08514476557143,7,0
1184677908,388.675083334,129.55836111133334,3,1
1184681272,398.9531506865,33.24609589054167,12,0
1184684581,462.2852249091,35.560401916084615,13,0
1184685562,182.1125599614,22.764069995175,8,0
1184689762,786.2513099614,34.18483956353913,23,0
1184692444,38.81,38.81,1,0
1184692923,662.0034067724,34.842284566968424,19,0
1184693012,423.1914215227,38.471947411154545,11,0
1184693640,149.594458388,29.918891677599998,5,1
1184693996,385.2111861323,42.801242903588886,9,1
1184698391,376.319309412,62.719884902,6,1
1184698748,475.1957684645,31.679717897633335,15,0
1184701401,707.95303900665,88.49412987583125,8,1
1184703266,395.894643263,28.278188804499997,14,0
1184705527,151.70060835750002,21.67151547964286,7,0
1184711582,72.963150685,36.4815753425,2,0
1184713406,663.5850977351,36.86583876306111,18,0
1184721144,361.0606991418,36.10606991418,10,0
1184724080,138.457238793,34.61430969825,4,0
1184725087,273.6482602802,24.877114570927276,11,1
1184730350,280.288780289,31.14319780988889,9,0
1184731424,63.61393464,31.80696732,2,0
1184731705,798.6929833435,72.60845303122727,11,1
1184735318,12.304375,12.304375,1,1
1184735524,330.538794908,55.08979915133333,6,0
1184744351,253.8645851,50.77291702,5,1
1184753782,149.433869443,29.886773888599997,5,0
1184756744,215.800523716,71.93350790533333,3,1
1184766222,108.74284962910001,21.74856992582,5,0
1184768855,118.02639869320001,29.506599673300002,4,0
1184782500,272.7476366229,24.79523969299091,11,0
1184788747,196.798059413,32.799676568833334,6,1
1184799223,478.9383690913,36.84141300702308,13,1
1184800666,309.1407258631,30.91407258631,10,0
1184811424,322.917586681,29.35614424372727,11,1
1184812133,204.1748595803,25.5218574475375,8,0
1184813255,531.3040317638,37.950287983128575,14,1
1184817363,460.64218065,65.80602580714286,7,1
1184818346,152.288942308,30.4577884616,5,0
1184820482,534.031037287,31.41359042864706,17,0
1184823106,53.384525862000004,26.692262931000002,2,0
1184827172,228.6516407364,25.4057378596,9,0
1184831299,330.8404956691,33.08404956691,10,0
1184833121,370.141119452,30.845093287666668,12,1
1184835464,467.3775349727,35.952118074823076,13,0
1184841900,554.2808541690999,34.642553385568746,16,1
1184852683,136.06,68.03,2,0
1184858276,413.33282460745,34.44440205062083,12,1
1184862260,448.3399655293,34.4876896561,13,0
1184868713,337.740730901,37.52674787788889,9,1
1184868952,664.1818232427,36.89899018015,18,1
1184874125,315.8147380021,45.116391143157145,7,0
1184876518,361.6554021365,32.87776383059091,11,0
1184882474,408.3990569612,31.415312073938463,13,1
1184887515,442.5435430306,34.041811002353846,13,1
1184890121,434.5077178125,36.208976484375,12,1
1184890634,300.54739275,60.10947854999999,5,1
1184896318,160.634470271,32.1268940542,5,0
1184898090,191.67922056425002,23.959902570531252,8,0
1184899189,493.9600666445,37.996928203423074,13,1
1184905408,321.695461854,45.95649455057143,7,0
1184905952,261.178906355,32.647363294375,8,0
1184914517,165.401950083,33.0803900166,5,0
1184915241,239.88169314820001,26.65352146091111,9,0
1184915928,65.951666667,65.951666667,1,0
1184921058,585.7093932859,39.04729288572666,15,0
1184944043,463.45591103410004,30.89706073560667,15,0
1184946147,619.457463417,29.49797444842857,21,0
1184981185,315.83092577895,31.583092577895002,10,1
1184983819,570.5161119152,35.6572569947,16,0
1184990624,582.1522284774001,32.34179047096667,18,1
1194000166,638.1814770669,39.88634231668125,16,0
1194015792,1000.5425822378501,38.482407009148076,26,1
1194019232,17.98,17.98,1,0
1194022160,466.4632089098,24.550695205778947,19,0
1194024208,428.5854764287,23.81030424603889,18,0
1194033993,25.889565217,25.889565217,1,0
1194036350,579.4080192514,34.082824661847056,17,0
1194038216,677.216616416,42.326038526,16,0
1194042598,36.262298851,36.262298851,1,0
1194082925,404.1746614815,31.090358575499998,13,0
1194083154,690.018404076,57.501533673000004,12,0
1194083659,521.4330514984999,74.49043592835713,7,1
1194084343,307.87230407795,34.20803378643889,9,0
1194091272,209.239884313,23.24887603477778,9,0
1194091660,372.9336809097,28.687206223823075,13,0
1194091892,496.01799426139996,29.1775290742,17,0
1194101337,282.80171978,35.3502149725,8,1
1194111526,341.7481811167,34.17481811167,10,0
1194112078,281.5297887455,28.15297887455,10,0
1194112110,317.81771786400003,28.892519805818186,11,1
1194132480,527.9610080865,40.61238523742308,13,0
1194132761,343.59017677739996,31.23547061612727,11,0
1194143875,497.96939152000004,55.329932391111114,9,0
1194159202,354.70570793900004,44.338213492375004,8,0
1194161828,144.7487365703,24.124789428383334,6,0
1194163873,152.4389430595,50.81298101983333,3,1
1194173823,330.44382592930003,33.044382592930006,10,0
1194179770,795.5736931424,36.16244059738182,22,0
1194189480,137.656248596,34.414062149,4,0
1194201194,268.036321799,38.29090311414286,7,0
1194219261,290.823768483,36.352971060375,8,0
1194219782,170.43417857100002,34.08683571420001,5,0
1194229989,266.2024979423,26.62024979423,10,0
1194250530,720.5975952266,30.024899801108333,24,0
1194705004,489.8127326828,34.986623763057146,14,1
1194705483,441.790648755,55.223831094375,8,0
1194707950,488.6730329934,28.74547252902353,17,0
1194709568,293.919017888,24.493251490666665,12,0
1194714519,216.902108245,43.380421649,5,0
1194718023,789.27084800905,43.848380444947225,18,1
1194719914,400.5424957854,30.810961214261535,13,0
1194724856,339.60800007800003,30.873454552545457,11,0
1194735944,576.450251246,41.17501794614286,14,0
1194743989,79.1015283041,15.82030566082,5,0
1194744037,369.68426084839996,28.437250834492303,13,0
1194749028,478.0363082567,36.772023712053844,13,0
1194753004,1316.2420650893,82.26512906808125,16,1
1194753657,263.73427273510003,26.373427273510003,10,0
1194754002,394.0893045192,32.8407753766,12,1
1194754952,664.7479350085,33.237396750425,20,0
1194767780,564.169148663,33.18642050958823,17,0
1194772988,408.998781254,31.461444711846152,13,0
1194773663,241.3741726969,26.819352521877775,9,1
1194774364,65.089830293,16.27245757325,4,1
1194775593,456.5253639581,24.027650734636843,19,0
1194776732,730.3357067050999,34.77789079548095,21,0
1194777086,87.3599563631,17.47199127262,5,0
1194783563,672.6742107925,84.0842763490625,8,1
1194783928,193.72773266529998,21.525303629477776,9,0
1194784942,204.4139145018,25.551739312725,8,0
1194787101,514.8346762002,32.1771672625125,16,1
1194789271,560.664959589,56.0664959589,10,1
1194789552,191.8552570009,23.9819071251125,8,0
1194789578,428.48472452500005,32.960363425000004,13,0
1194792085,612.85973884445,29.183797087830953,21,1
1194792309,848.8225417731,31.437871917522223,27,0
1194797985,548.5247040048,34.2827940003,16,0
1194798173,342.3375508985,26.333657761423076,13,0
1194798207,459.3748426775,51.04164918638889,9,1
1194798736,765.1209536509,36.43433112623333,21,0
1194812594,154.961935634,25.826989272333336,6,0
1194816918,239.5529324375,29.9441165546875,8,0
1194820662,327.014881206,65.4029762412,5,1
1194822726,743.3082407224,32.317749596626086,23,0
1194830356,306.2973774121,25.524781451008334,12,0
1194830984,206.4505856284,29.492940804057145,7,0
1194831990,352.6530540445,32.0593685495,11,0
1194846568,668.0750179913,37.11527877729444,18,0
1194869578,376.153605786,37.615360578600004,10,0
1194870915,699.2193261668999,36.801017166678946,19,0
1194870956,225.4398100067,37.57330166778333,6,1
1194890764,468.814354607,42.619486782454544,11,0
1194896183,68.273336405,34.1366682025,2,0
1194897819,133.852949595,16.731618699375,8,0
1194905778,306.71664252005,38.33958031500625,8,1
1194916379,172.843841602,43.2109604005,4,1
1194917278,518.8424171338,30.52014218434118,17,0
1194917450,36.87,36.87,1,0
1194923367,533.7678983574,31.39811166808235,17,0
1194929778,273.2433965445,34.1554245680625,8,0
1194933861,2645.4184543238,66.135461358095,40,1
1194933895,668.2808386524,74.25342651693333,9,1
1194934190,129.862923722,32.4657309305,4,1
1194938233,292.70971041810003,29.270971041810004,10,1
1194949339,28.899047619,28.899047619,1,0
1194949644,216.581642085,21.6581642085,10,0
1194950808,92.991020202,30.997006734,3,0
1194959940,31.771428571,31.771428571,1,0
1194963967,343.286762324,34.3286762324,10,0
1194967745,53.971405622,26.985702811,2,0
1194971622,1851.2530684230999,28.48081643727846,65,1
1194982389,431.64616678775,39.24056061706818,11,0
1194983346,106.027142857,53.0135714285,2,1
1194983700,808.4723576504,42.55117671844211,19,1
1194984989,503.5000708801,31.46875443000625,16,0
1194986760,226.336033144,28.292004143,8,0
1194987594,689.96920095095,34.4984600475475,20,1
1194990903,706.7097443858,50.479267456128575,14,1
1194990986,341.472622623,37.94140251366667,9,0
1194999433,131.4705720813,21.91176201355,6,0
1194999656,256.181286545,32.022660818125,8,0
1205002284,268.6377818523,26.86377818523,10,0
1205002524,403.378445996,50.4223057495,8,1
1205007432,138.268609002,34.5671522505,4,0
1205010790,365.38137432875,40.597930480972224,9,1
1205029212,798.994968419,39.94974842095,20,0
1205032752,581.4361695791,34.2021276223,17,1
1205034527,528.6360300053,44.053002500441664,12,0
1205042207,249.3070992412,22.6642817492,11,0
1205046265,650.6958464728,38.27622626310588,17,0
1205046273,524.1945778938,29.121920994099998,18,0
1205046414,81.429571109,20.35739277725,4,1
1205046851,807.38708455625,36.699412934375,22,1
1205053113,191.49671241035,31.916118735058333,6,1
1205061512,330.6938849127,30.063080446609092,11,0
1205062833,300.5729621784,25.047746848200003,12,0
1205064748,319.2413156395,29.02193778540909,11,1
1205069440,418.1609605538,38.01463277761818,11,0
1205070471,458.25052280155,45.825052280155,10,1
1205072352,641.4709018385,45.81935013132143,14,0
1205077161,141.500849674,35.3752124185,4,0
1205077245,1530.7110988,191.33888735,8,1
1205078318,92.08275169000001,23.020687922500002,4,0
1205078961,222.0110332226,27.751379152825,8,0
1205080926,558.3629316290001,46.53024430241667,12,0
1205082807,62.503849050999996,20.83461635033333,3,0
1205090412,844.23016411885,38.374098369038634,22,1
1205095155,155.467182181,25.911197030166665,6,1
1205095346,455.6469601004,35.04976616156923,13,1
1205096096,324.882073935,64.976414787,5,1
1205097193,660.4447165955,36.69137314419444,18,1
1205122397,273.7352927165,39.10504181664286,7,1
1205125564,374.45221888599997,37.445221888599995,10,0
1205129509,603.2380975103,35.484593971194116,17,0
1205129939,566.7363810384,37.78242540256,15,1
1205155710,290.2855707545,26.38959734131818,11,0
1205162310,611.730608718,47.05620067061538,13,1
1205178696,683.386248038,56.948854003166666,12,1
1205190576,578.5709252721,32.142829181783334,18,0
1205201621,542.7355870719,49.33959882471818,11,1
1205213402,473.6256209421,33.83040149586429,14,0
1205221520,536.1887694974,38.299197821242856,14,0
1205221876,290.7050412594,26.427731023581817,11,0
1205228517,688.832065315,62.62109684681818,11,0
1205241890,347.61522123285,38.623913470316666,9,1
1205245800,421.3162246605,30.09401604717857,14,0
1205246337,267.4102596145,29.712251068277777,9,1
1205254539,608.8741645835,32.04600866228947,19,0
1205266889,331.1276667912,27.5939722326,12,0
1205272507,299.90457700499996,59.98091540099999,5,1
1205273349,418.93975868760003,26.183734917975002,16,0
1205275153,254.797449908,42.466241651333334,6,0
1205281508,409.8009540145,31.523150308807693,13,0
1205281607,75.433331623,25.144443874333334,3,0
1205288396,538.9035730942,35.92690487294667,15,0
1205290475,529.712919918,31.159583524588236,17,0
1205290996,411.6619411264,29.40442436617143,14,0
1205294204,361.14687491769996,32.83153408342727,11,0
1205298346,440.1866871939,27.51166794961875,16,1
1205312972,507.1856729502,31.6991045593875,16,0
1205320892,135.109510054,33.7773775135,4,1
1205325610,143.893317544,28.7786635088,5,0
1205331832,308.6547540455,28.059523095045453,11,1
1205360302,38.993404255,38.993404255,1,0
1205364775,352.982432556,58.830405426,6,0
1205367190,568.9869208811,43.768224683161534,13,0
1205368214,232.43540951900002,25.826156613222224,9,0
1205368420,174.6172879225,29.102881320416667,6,0
1205393782,463.60420858239996,35.66186219864615,13,0
1205462298,59.268391304000005,14.817097826000001,4,0
1205800224,458.6321670272,35.27939746363077,13,0
1205800356,202.07858849000002,40.415717698,5,0
1205800976,838.6598471950999,44.13999195763684,19,1
1205805272,129.51132452230001,25.902264904460004,5,1
1205808698,93.809166667,31.269722222333332,3,0
1205812674,211.4653318871,26.4331664858875,8,0
1205814175,101.60528887619999,20.32105777524,5,0
1205815305,133.40157894700002,44.46719298233334,3,0
1205815966,289.9816022459,28.99816022459,10,0
1205816584,46.1899731187,15.396657706233334,3,0
1205825106,153.78326651499998,76.89163325749999,2,1
1205826716,1033.3694759137,21.08917297783061,49,1
1205826856,134.581903573,26.916380714600002,5,1
1205827250,24.26595092,24.26595092,1,0
1205829140,940.176213899,31.339207129966667,30,0
1205831559,245.3817205679,27.264635618655557,9,0
1205834140,911.6508353282,70.12698733293846,13,1
1205835279,639.408466789,31.97042333945,20,0
1205836319,18.99,18.99,1,0
1205839024,334.998747558,33.4998747558,10,0
1205839800,130.1192543486,26.02385086972,5,0
1205839966,454.8246603559,34.98651233506923,13,1
1205841764,52.450727273,26.2253636365,2,0
1205850088,374.1024281216,34.00931164741818,11,0
1205860285,36.326041667,36.326041667,1,0
1205861606,452.951163323,26.64418607782353,17,0
1205865193,442.8003119929,29.520020799526666,15,0
1205867827,467.159543621,31.143969574733333,15,0
1205873999,27.45194431,27.45194431,1,0
1205879913,455.188355649,35.01448889607693,13,1
1205880077,530.9688902207,37.926349301478574,14,0
1205881802,709.397537867,30.843371211608694,23,0
1205883485,347.136326044,34.7136326044,10,0
1205884459,340.0838210026,28.340318416883335,12,0
1205885878,241.09049686225,30.13631210778125,8,1
1205889888,709.691450044,35.4845725022,20,0
1205890795,787.1014322399,32.79589300999583,24,1
1205891678,238.886542679,29.860817834875,8,0
1205893161,280.7078023293,25.518891120845456,11,0
1205895349,29.107647059,29.107647059,1,0
1205896016,258.1788654875,25.81788654875,10,1
1205897980,235.83511883,39.30585313833333,6,1
1205903192,165.5250785106,8.7118462374,19,0
1205907201,405.126494289,36.829681299,11,0
1205913126,468.475374843,117.11884371075,4,1
1205917747,26.339642857,26.339642857,1,0
1205919446,453.8661795643,32.41901282602143,14,0
1205921665,473.3991367656,39.4499280638,12,0
1205926813,462.1379762361,51.34866402623333,9,0
1205928124,567.2881313431,40.520580810221425,14,1
1205928702,472.70838416310005,33.764884583078576,14,0
1205929775,425.8453264742,30.417523319585715,14,1
1205942562,239.3279684131,19.94399736775833,12,1
1205952801,133.371561904,26.6743123808,5,0
1205963675,394.8932248414,35.89938407649091,11,1
1205968393,267.1157526876,29.679528076399997,9,0
1205973567,563.4320159004,37.56213439336,15,0
1205973666,202.9176678035,25.3647084754375,8,0
1205981933,13.548235294,13.548235294,1,0
1205983020,510.5429172958,31.9089323309875,16,0
1205988599,129.40438925,21.567398208333334,6,0
1205992138,351.3726005158,27.02866157813846,13,1
1205993458,416.5509841508,37.86827128643636,11,0
1205995172,439.5083095584,29.30055397056,15,1
1205995875,27.424210526,27.424210526,1,0
1205999885,456.0332422677,35.079480174438466,13,0
1215003694,342.7470747952,24.481933913942857,14,0
1215004155,29.510980392,29.510980392,1,0
1215012422,547.6093825685,54.76093825685,10,1
1215022579,383.6009801657,27.400070011835712,14,0
1215023767,381.8800662509,29.37538971160769,13,0
1215028899,1519.2412360242,52.38762882842069,29,1
1215051669,177.35002833599998,59.11667611199999,3,1
1215056338,491.47986359180004,40.95665529931667,12,0
1215074893,168.59772762,56.19924254,3,1
1215078415,203.048598298,33.84143304966667,6,0
1215082169,310.7443728745,20.716291524966667,15,0
1215084504,107.2701241167,21.45402482334,5,0
1215087119,564.0415106352,33.17891239030588,17,0
1215091681,707.4717976265999,41.61598809568235,17,0
1215093349,93.112046108,23.278011527,4,0
1215100664,428.1501712913,30.582155092235716,14,0
1215104369,831.5596072971,43.7662951209,19,1
1215129283,1085.7606396001,36.19202132000333,30,1
1215132550,787.6983031188,30.29608858149231,26,0
1215134572,311.720366384,34.63559626488889,9,0
1215145347,751.1303749923,35.768113094871424,21,0
1215149406,376.9717193669,28.997824566684617,13,0
1215152483,370.64609013899997,33.69509910354545,11,0
1215159199,447.93212965559997,40.72110269596363,11,0
1215159249,622.0117140836,29.619605432552383,21,0
1215163993,265.2087116856,33.1510889607,8,0
1215165394,825.1001118393,39.29048151615714,21,1
1215165410,271.5516902292,33.94396127865,8,0
1215185384,821.8810420139,34.24504341724583,24,0
1215189022,443.2996536685,40.299968515318184,11,0
1215191044,528.0464365308,27.791917712147367,19,0
1215191929,172.202765024,24.60039500342857,7,0
1215193701,1563.3227804023,65.13844918342916,24,1
1215194386,194.45118195799998,27.77874027971428,7,0
1215197421,320.916561252,35.65739569466667,9,0
1215197702,91.603885484,18.3207770968,5,0
1215198908,635.327333239,37.37219607288235,17,0
1215199534,346.0974403775,28.841453364791665,12,0
1215201983,233.442937273,29.180367159125,8,0
1215203039,344.65962910499996,68.931925821,5,1
1215220413,217.563961016,31.08056585942857,7,0
1215229935,402.004036854,36.54582153218182,11,0
1215230784,1226.2785346665,55.73993339393182,22,1
1215240213,29.61,29.61,1,0
1215242888,313.45314466499997,34.828127185,9,0
1215249230,593.7861306008,34.92859591769412,17,1
1215253240,16.335294118,16.335294118,1,1
1215253273,437.3015871079,43.73015871079,10,0
1215256409,229.20650205799998,32.74378600828571,7,0
1215257035,217.40632667760002,27.175790834700003,8,0
1215270608,391.8663821444,32.65553184536667,12,0
1215292594,120.8896190473,30.222404761825,4,0
1215293121,557.1276292825,32.77221348720588,17,1
1215293188,338.324333319,37.591592591,9,1
1215294889,35.527142857,35.527142857,1,0
1215297874,62.753342800000006,15.688335700000001,4,1
1215298187,222.6454376173,37.10757293621666,6,0
1215303094,311.9200541845,34.65778379827778,9,0
1215305792,210.7939971397,23.421555237744442,9,0
1215313010,114.603076923,38.201025641,3,0
1215314554,154.044892727,25.67414878783333,6,1
1215315619,215.426719252,35.904453208666666,6,0
1215321732,221.1419124055,24.57132360061111,9,0
1215324488,771.65699939,18.372785699761906,42,0
1215339221,387.093824327,43.010424925222225,9,0
1215341912,447.1398921427,34.39537631866923,13,0
1215349030,621.8055716808,44.41468369148571,14,1
1215355474,264.9197026435,26.491970264349998,10,0
1215356654,157.386072682,39.3465181705,4,0
1215370440,614.6606901207,34.14781611781667,18,0
1215371943,71.61,23.87,3,0
1215376959,322.1537833005,32.21537833005,10,0
1215381611,710.0887145894,37.37309024154737,19,0
1215384698,437.68590804309997,36.47382567025833,12,0
1215455712,137.1927420253,27.438548405059997,5,0
1215458013,317.1224934447,35.23583260496667,9,0
1215460274,305.17739722199997,50.862899537,6,0
1215467725,311.809234928,38.976154366,8,0
1215468186,156.13582375800002,26.022637293000003,6,0
1215468780,428.9881639283,32.99908953294616,13,0
1215900634,146.71727680925,29.343455361849998,5,0
1215901319,99.33965496399999,19.867930992799998,5,0
1215902143,451.0533341964,37.5877778497,12,0
1215904248,500.3350366765,41.694586389708334,12,0
1215905633,627.3338221207,52.27781851005833,12,1
1215907928,186.6053538497,20.733928205522222,9,0
1215908850,316.3505814955,21.090038766366668,15,0
1215909536,492.1260297184,27.340334984355554,18,0
1215910252,289.0226782125,57.8045356425,5,1
1215911326,419.4999725166,59.92856750237143,7,1
1215916051,60.4858333336,20.161944444533333,3,0
1215916762,170.100765567,56.700255188999996,3,1
1215918057,334.6800479972,33.46800479972,10,0
1215920103,80.0199244825,20.004981120625,4,0
1215920970,70.11646559900001,14.023293119800002,5,0
1215921416,537.026767046,41.30975131123077,13,1
1215924170,1067.264377968,62.78025752752941,17,1
1215925052,275.10140173770003,30.566822415300003,9,0
1215927132,625.6400528522,39.1025033032625,16,0
1215928338,505.7299146298,36.1235653307,14,0
1215929757,26.031794872,26.031794872,1,0
1215929781,116.464089529,23.2928179058,5,0
1215929922,98.4651425648,19.69302851296,5,0
1215930649,245.9994968775,30.7499371096875,8,1
1215938097,583.9190049002,34.348176758835294,17,0
1215943824,392.0433785413,30.157182964715386,13,0
1215944400,255.46350688200002,25.5463506882,10,0
1215946488,119.9,39.96666666666667,3,0
1215950977,930.4103653041,54.73002148847647,17,1
1215959630,121.587006569,40.52900218966666,3,0
1215960083,613.8563693589,51.154697446575,12,0
1215971908,527.5040414086,32.9690025880375,16,0
1215973581,370.5720298428,30.8810024869,12,0
1215974795,300.8869893642,42.983855623457146,7,0
1215981410,527.136322861,27.744016992684212,19,0
1215987334,612.5795316658,32.24102798241053,19,1
1215988696,1085.7655550051,13.743867784874682,79,1
1215990296,124.013830453,17.716261493285714,7,1
1215992763,359.828013805,35.9828013805,10,0
1215994389,27.760666667,27.760666667,1,0
1215996194,26.576315789,26.576315789,1,0
1225000623,688.928623199,32.80612491423809,21,0
1225005226,652.0632305226,43.470882034839995,15,1
1225007750,223.981764696,37.330294116,6,0
1225011513,411.700729216,68.61678820266667,6,0
1225017635,340.7453767284,28.3954480607,12,0
1225018674,420.2620942833,28.017472952219997,15,0
1225026636,339.87,113.29,3,1
1225029093,396.6004389949,36.05458536317273,11,0
1225036858,655.230501336,65.5230501336,10,1
1225038995,458.258948206,32.73278201471429,14,0
1225039415,544.4677301496,32.027513538211764,17,0
1225039787,656.1680788234,36.45378215685556,18,0
1225042047,270.0839066877,33.7604883359625,8,0
1225042690,447.2842089027,40.66220080933636,11,0
1225044639,511.49586797300003,63.936983496625004,8,1
1225048762,449.67640250889997,40.87967295535454,11,1
1225052202,855.0168186072,38.864400845781816,22,0
1225054992,288.5644504695,26.233131860863637,11,0
1225056922,451.2890074519,56.4111259314875,8,0
1225057482,234.359519647,39.05991994116667,6,0
1225060205,249.604656058,41.60077600966667,6,0
1225060346,661.9784529163,30.089929678013632,22,0
1225064397,475.0026420731,43.182058370281815,11,0
1225064439,281.435210322,28.1435210322,10,0
1225070881,77.19577919,25.731926396666665,3,0
1225072374,607.970763606,67.55230706733333,9,1
1225075872,149.2155507065,24.869258451083336,6,0
1225081318,134.8398462123,26.967969242459997,5,0
1225082449,731.04920698005,38.47627405158158,19,1
1225082720,250.401969994,27.822441110444444,9,0
1225088594,26.584677419,26.584677419,1,0
1225090327,670.6651175164,35.298164079810526,19,1
1225092075,671.4279329234,31.972758710638097,21,0
1225095748,669.879291492,55.823274291,12,1
1225095896,384.4470731206,29.572851778507694,13,0
1225097686,459.2451185662,32.80322275472857,14,0
1225097694,143.9735897297,20.56765567567143,7,0
1225098734,173.00180318600002,57.66726772866667,3,1
1225099096,232.2037271192,29.0254658899,8,0
1225101314,540.3503633803,33.77189771126875,16,0
1225103625,604.6887660714,33.5938203373,18,1
1225114390,583.5182483118,34.324602841870586,17,0
1225127624,456.8824296724,32.63445926231429,14,0
1225130909,365.932628821,10.762724377088235,34,1
1225134844,31.995903614,31.995903614,1,0
1225138704,288.970428014,96.32347600466666,3,0
1225141054,37.81,12.603333333333333,3,0
1225142920,1047.8777530063,41.915110120252,25,1
1225143282,388.2664362028,48.53330452535,8,0
1225168032,259.4421853507,21.620182112558336,12,0
1225171622,26.9375851065,26.9375851065,1,0
1225187966,402.7301834044,36.61183485494546,11,0
1225191067,198.397,198.397,1,1
1225209471,240.019584331,48.0039168662,5,1
1225211162,520.8992111432,32.55620069645,16,0
1225226590,552.4052059305,46.033767160874994,12,1
1225230626,608.5844734534,30.429223672670002,20,0
1225233844,223.7459410846,27.968242635575,8,0
1225242449,160.6668445627,22.9524063661,7,0
1225243553,503.6649797797,33.577665318646666,15,0
1225246598,311.4407305884,31.14407305884,10,0
1225250012,690.9971169641,62.81791972400909,11,1
1225251705,407.2996364353,31.330741264253845,13,0
1225261506,547.868262826,54.786826282599996,10,0
1225262868,518.862576642,86.47709610700001,6,1
1225263999,70.918253638,35.459126819,2,0
1225264096,763.5109176296,36.35766274426667,21,0
1225264724,26.065454545,26.065454545,1,0
1225271174,40.9125,40.9125,1,0
1225271257,278.1388486403,30.90431651558889,9,0
1225271612,103.03027468650001,51.515137343250004,2,1
1225272578,516.0670842405,43.005590353375,12,1
1225273030,583.2215466489,32.40119703605,18,0
1225280472,53.157735849,53.157735849,1,1
1225287246,124.65000569509999,24.93000113902,5,0
1225288459,179.5860995827,25.65515708324286,7,0
1225290927,256.14808779,28.46089864333333,9,0
1225291495,371.1329750297,26.50949821640714,14,0
1225292089,440.0362678958,33.84894368429231,13,0
1225298318,59.900273973,59.900273973,1,0
